station_id,x_m,y_m,z_m,g,unit,uncertainty,quality_flag,gravity_type
ST_0302,225.0,0.0,125.0,0.28259547545372843,mGal,0.02,OK,synthetic_demo
ST_0303,225.0,0.0,150.0,0.3041600446851694,mGal,0.02,OK,synthetic_demo
ST_0304,225.0,0.0,175.0,0.3261973514223513,mGal,0.02,OK,synthetic_demo
ST_0305,225.0,0.0,200.0,0.3791528894697788,mGal,0.02,OK,synthetic_demo
ST_0306,225.0,0.0,225.0,0.3964727408397357,mGal,0.02,OK,synthetic_demo
ST_0307,225.0,0.0,250.0,0.4705976882004581,mGal,0.02,OK,synthetic_demo
ST_0308,225.0,0.0,275.0,0.4914218780160037,mGal,0.02,OK,synthetic_demo
ST_0309,225.0,0.0,300.0,0.5148883207215208,mGal,0.02,OK,synthetic_demo
ST_0310,225.0,0.0,325.0,0.5966223512752248,mGal,0.02,OK,synthetic_demo
ST_0311,225.0,0.0,350.0,0.5543722077109914,mGal,0.02,OK,synthetic_demo
ST_0312,225.0,0.0,375.0,0.583678927895772,mGal,0.02,OK,synthetic_demo
ST_0313,225.0,0.0,400.0,0.5937778904900027,mGal,0.02,OK,synthetic_demo
ST_0314,225.0,0.0,425.0,0.6247138584033078,mGal,0.02,OK,synthetic_demo
ST_0315,225.0,0.0,450.0,0.5385755402120737,mGal,0.02,OK,synthetic_demo
ST_0316,225.0,0.0,475.0,0.5049385164098409,mGal,0.02,OK,synthetic_demo
ST_0317,225.0,0.0,500.0,0.5269799365302354,mGal,0.02,OK,synthetic_demo
ST_0318,225.0,0.0,525.0,0.4749234701846147,mGal,0.02,OK,synthetic_demo
ST_0319,225.0,0.0,550.0,0.4410857391433331,mGal,0.02,OK,synthetic_demo
ST_0320,225.0,0.0,575.0,0.38429152823762125,mGal,0.02,OK,synthetic_demo
ST_0321,225.0,0.0,600.0,0.3277498941921256,mGal,0.02,OK,synthetic_demo
ST_0322,225.0,0.0,625.0,0.312105831678654,mGal,0.02,OK,synthetic_demo
ST_0323,225.0,0.0,650.0,0.28968630587445376,mGal,0.02,OK,synthetic_demo
ST_0324,225.0,0.0,675.0,0.2465506208984381,mGal,0.02,OK,synthetic_demo
ST_0325,225.0,0.0,700.0,0.2422233686616756,mGal,0.02,OK,synthetic_demo
ST_0326,225.0,0.0,725.0,0.19710908198561136,mGal,0.02,OK,synthetic_demo
ST_0327,225.0,0.0,750.0,0.13999760992874577,mGal,0.02,OK,synthetic_demo
ST_0328,225.0,0.0,775.0,0.1584930756799111,mGal,0.02,OK,synthetic_demo
ST_0329,225.0,0.0,800.0,0.12017419800859713,mGal,0.02,OK,synthetic_demo
ST_0330,250.0,0.0,0.0,0.15214570002576575,mGal,0.02,OK,synthetic_demo
ST_0331,250.0,0.0,25.0,0.16172187973421184,mGal,0.02,OK,synthetic_demo
ST_0332,250.0,0.0,50.0,0.19719844947130344,mGal,0.02,OK,synthetic_demo
ST_0333,250.0,0.0,75.0,0.23922845639052298,mGal,0.02,OK,synthetic_demo
ST_0334,250.0,0.0,100.0,0.2380667705321697,mGal,0.02,OK,synthetic_demo
ST_0335,250.0,0.0,125.0,0.27866900643415216,mGal,0.02,OK,synthetic_demo
ST_0336,250.0,0.0,150.0,0.33489970456294876,mGal,0.02,OK,synthetic_demo
ST_0337,250.0,0.0,175.0,0.3555723161787619,mGal,0.02,OK,synthetic_demo
ST_0338,250.0,0.0,200.0,0.40426828394176223,mGal,0.02,OK,synthetic_demo
ST_0339,250.0,0.0,225.0,0.4589850364314587,mGal,0.02,OK,synthetic_demo
ST_0340,250.0,0.0,250.0,0.49287559508576345,mGal,0.02,OK,synthetic_demo
ST_0341,250.0,0.0,275.0,0.5579390127234651,mGal,0.02,OK,synthetic_demo
ST_0342,250.0,0.0,300.0,0.6101662875509535,mGal,0.02,OK,synthetic_demo
ST_0343,250.0,0.0,325.0,0.6390932736491187,mGal,0.02,OK,synthetic_demo
ST_0344,250.0,0.0,350.0,0.7144267932533938,mGal,0.02,OK,synthetic_demo
ST_0345,250.0,0.0,375.0,0.6697598564864999,mGal,0.02,OK,synthetic_demo
ST_0346,250.0,0.0,400.0,0.6844863580522016,mGal,0.02,OK,synthetic_demo
ST_0347,250.0,0.0,425.0,0.664410334388246,mGal,0.02,OK,synthetic_demo
ST_0348,250.0,0.0,450.0,0.6955054773859913,mGal,0.02,OK,synthetic_demo
ST_0349,250.0,0.0,475.0,0.6161453426767833,mGal,0.02,OK,synthetic_demo
ST_0350,250.0,0.0,500.0,0.5766216339273104,mGal,0.02,OK,synthetic_demo
ST_0351,250.0,0.0,525.0,0.5528368767057127,mGal,0.02,OK,synthetic_demo
ST_0352,250.0,0.0,550.0,0.45180932709263816,mGal,0.02,OK,synthetic_demo
ST_0353,250.0,0.0,575.0,0.4141704631245952,mGal,0.02,OK,synthetic_demo
ST_0354,250.0,0.0,600.0,0.3923962493554976,mGal,0.02,OK,synthetic_demo
ST_0355,250.0,0.0,625.0,0.37077301951813274,mGal,0.02,OK,synthetic_demo
ST_0356,250.0,0.0,650.0,0.30341470328479314,mGal,0.02,OK,synthetic_demo
ST_0357,250.0,0.0,675.0,0.23460738464326017,mGal,0.02,OK,synthetic_demo
ST_0358,250.0,0.0,700.0,0.2391600320637313,mGal,0.02,OK,synthetic_demo
ST_0359,250.0,0.0,725.0,0.2144483469154153,mGal,0.02,OK,synthetic_demo
ST_0360,250.0,0.0,750.0,0.1849810417273131,mGal,0.02,OK,synthetic_demo
ST_0361,250.0,0.0,775.0,0.12318270145018981,mGal,0.02,OK,synthetic_demo
ST_0362,250.0,0.0,800.0,0.16116684088976668,mGal,0.02,OK,synthetic_demo
ST_0363,275.0,0.0,0.0,0.12430167760069041,mGal,0.02,OK,synthetic_demo
ST_0364,275.0,0.0,25.0,0.17965302850429193,mGal,0.02,OK,synthetic_demo
ST_0365,275.0,0.0,50.0,0.2118550950641844,mGal,0.02,OK,synthetic_demo
ST_0366,275.0,0.0,75.0,0.25698366646779575,mGal,0.02,OK,synthetic_demo
ST_0367,275.0,0.0,100.0,0.28441116740075517,mGal,0.02,OK,synthetic_demo
ST_0368,275.0,0.0,125.0,0.2897651547054135,mGal,0.02,OK,synthetic_demo
ST_0369,275.0,0.0,150.0,0.3000425347841442,mGal,0.02,OK,synthetic_demo
ST_0370,275.0,0.0,175.0,0.39329703079225736,mGal,0.02,OK,synthetic_demo
ST_0371,275.0,0.0,200.0,0.46048868150213396,mGal,0.02,OK,synthetic_demo
ST_0372,275.0,0.0,225.0,0.47809453527577184,mGal,0.02,OK,synthetic_demo
ST_0373,275.0,0.0,250.0,0.5506046244649825,mGal,0.02,OK,synthetic_demo
ST_0374,275.0,0.0,275.0,0.6299170701218565,mGal,0.02,OK,synthetic_demo
ST_0375,275.0,0.0,300.0,0.6812959974073347,mGal,0.02,OK,synthetic_demo
ST_0376,275.0,0.0,325.0,0.7347392583876893,mGal,0.02,OK,synthetic_demo
ST_0377,275.0,0.0,350.0,0.7541574163300723,mGal,0.02,OK,synthetic_demo
ST_0378,275.0,0.0,375.0,0.7759012590631656,mGal,0.02,OK,synthetic_demo
ST_0379,275.0,0.0,400.0,0.7502351841109893,mGal,0.02,OK,synthetic_demo
ST_0380,275.0,0.0,425.0,0.7824418501067754,mGal,0.02,OK,synthetic_demo
ST_0381,275.0,0.0,450.0,0.7747964649313244,mGal,0.02,OK,synthetic_demo
ST_0382,275.0,0.0,475.0,0.682005523032362,mGal,0.02,OK,synthetic_demo
ST_0383,275.0,0.0,500.0,0.6281384136140513,mGal,0.02,OK,synthetic_demo
ST_0384,275.0,0.0,525.0,0.5854567546427583,mGal,0.02,OK,synthetic_demo
ST_0385,275.0,0.0,550.0,0.5272167172206081,mGal,0.02,OK,synthetic_demo
ST_0386,275.0,0.0,575.0,0.4786140446481012,mGal,0.02,OK,synthetic_demo
ST_0387,275.0,0.0,600.0,0.40399843506530597,mGal,0.02,OK,synthetic_demo
ST_0388,275.0,0.0,625.0,0.3350738089798993,mGal,0.02,OK,synthetic_demo
ST_0389,275.0,0.0,650.0,0.33796406176052574,mGal,0.02,OK,synthetic_demo
ST_0390,275.0,0.0,675.0,0.2863194093423629,mGal,0.02,OK,synthetic_demo
ST_0391,275.0,0.0,700.0,0.21294239174239654,mGal,0.02,OK,synthetic_demo
ST_0392,275.0,0.0,725.0,0.2169156202346812,mGal,0.02,OK,synthetic_demo
ST_0393,275.0,0.0,750.0,0.16675117388232735,mGal,0.02,OK,synthetic_demo
ST_0394,275.0,0.0,775.0,0.17309559002876662,mGal,0.02,OK,synthetic_demo
ST_0395,275.0,0.0,800.0,0.15186565683774284,mGal,0.02,OK,synthetic_demo
ST_0396,300.0,0.0,0.0,0.12769812421527088,mGal,0.02,OK,synthetic_demo
ST_0397,300.0,0.0,25.0,0.20553501689032191,mGal,0.02,OK,synthetic_demo
ST_0398,300.0,0.0,50.0,0.2196551621039222,mGal,0.02,OK,synthetic_demo
ST_0399,300.0,0.0,75.0,0.26383519952213175,mGal,0.02,OK,synthetic_demo
ST_0400,300.0,0.0,100.0,0.3110299781340584,mGal,0.02,OK,synthetic_demo
ST_0401,300.0,0.0,125.0,0.3084536963212543,mGal,0.02,OK,synthetic_demo
ST_0402,300.0,0.0,150.0,0.36779500652126573,mGal,0.02,OK,synthetic_demo
ST_0403,300.0,0.0,175.0,0.43999058927463935,mGal,0.02,OK,synthetic_demo
ST_0404,300.0,0.0,200.0,0.5112612002900673,mGal,0.02,OK,synthetic_demo
ST_0405,300.0,0.0,225.0,0.5791308554477037,mGal,0.02,OK,synthetic_demo
ST_0406,300.0,0.0,250.0,0.6466687823557558,mGal,0.02,OK,synthetic_demo
ST_0407,300.0,0.0,275.0,0.6900566894019564,mGal,0.02,OK,synthetic_demo
ST_0408,300.0,0.0,300.0,0.7365594120249794,mGal,0.02,OK,synthetic_demo
ST_0409,300.0,0.0,325.0,0.8323463953456869,mGal,0.02,OK,synthetic_demo
ST_0410,300.0,0.0,350.0,0.8618597084711352,mGal,0.02,OK,synthetic_demo
ST_0411,300.0,0.0,375.0,0.8867052916911669,mGal,0.02,OK,synthetic_demo
ST_0412,300.0,0.0,400.0,0.8896272216087981,mGal,0.02,OK,synthetic_demo
ST_0413,300.0,0.0,425.0,0.8693314571755999,mGal,0.02,OK,synthetic_demo
ST_0414,300.0,0.0,450.0,0.8175220811551505,mGal,0.02,OK,synthetic_demo
ST_0415,300.0,0.0,475.0,0.7512393676338512,mGal,0.02,OK,synthetic_demo
ST_0416,300.0,0.0,500.0,0.7247259718804085,mGal,0.02,OK,synthetic_demo
ST_0417,300.0,0.0,525.0,0.5931017263336957,mGal,0.02,OK,synthetic_demo
ST_0418,300.0,0.0,550.0,0.6080166767927291,mGal,0.02,OK,synthetic_demo
ST_0419,300.0,0.0,575.0,0.501025872008764,mGal,0.02,OK,synthetic_demo
ST_0420,300.0,0.0,600.0,0.4199658170728675,mGal,0.02,OK,synthetic_demo
ST_0421,300.0,0.0,625.0,0.39174559043810225,mGal,0.02,OK,synthetic_demo
ST_0422,300.0,0.0,650.0,0.3239384848409103,mGal,0.02,OK,synthetic_demo
ST_0423,300.0,0.0,675.0,0.30543998220598406,mGal,0.02,OK,synthetic_demo
ST_0424,300.0,0.0,700.0,0.2851991821009853,mGal,0.02,OK,synthetic_demo
ST_0425,300.0,0.0,725.0,0.24485291100682652,mGal,0.02,OK,synthetic_demo
ST_0426,300.0,0.0,750.0,0.22510509124626288,mGal,0.02,OK,synthetic_demo
ST_0427,300.0,0.0,775.0,0.10455855593402864,mGal,0.02,OK,synthetic_demo
ST_0428,300.0,0.0,800.0,0.13218353587225348,mGal,0.02,OK,synthetic_demo
ST_0429,325.0,0.0,0.0,0.18042195717280574,mGal,0.02,OK,synthetic_demo
ST_0430,325.0,0.0,25.0,0.19132872175168816,mGal,0.02,OK,synthetic_demo
ST_0431,325.0,0.0,50.0,0.2355459690752828,mGal,0.02,OK,synthetic_demo
ST_0432,325.0,0.0,75.0,0.268102322243957,mGal,0.02,OK,synthetic_demo
ST_0433,325.0,0.0,100.0,0.3137427628356646,mGal,0.02,OK,synthetic_demo
ST_0434,325.0,0.0,125.0,0.36334914907821003,mGal,0.02,OK,synthetic_demo
ST_0435,325.0,0.0,150.0,0.4048602552339461,mGal,0.02,OK,synthetic_demo
ST_0436,325.0,0.0,175.0,0.4640619625968118,mGal,0.02,OK,synthetic_demo
ST_0437,325.0,0.0,200.0,0.49887655725656727,mGal,0.02,OK,synthetic_demo
ST_0438,325.0,0.0,225.0,0.6136074321774941,mGal,0.02,OK,synthetic_demo
ST_0439,325.0,0.0,250.0,0.6963826916159204,mGal,0.02,OK,synthetic_demo
ST_0440,325.0,0.0,275.0,0.7407646354481799,mGal,0.02,OK,synthetic_demo
ST_0441,325.0,0.0,300.0,0.8548848986209845,mGal,0.02,OK,synthetic_demo
ST_0442,325.0,0.0,325.0,0.8564520418762936,mGal,0.02,OK,synthetic_demo
ST_0443,325.0,0.0,350.0,0.9385590168350749,mGal,0.02,OK,synthetic_demo
ST_0444,325.0,0.0,375.0,0.9386228240709924,mGal,0.02,OK,synthetic_demo
ST_0445,325.0,0.0,400.0,0.9582226404356998,mGal,0.02,OK,synthetic_demo
ST_0446,325.0,0.0,425.0,0.9326510125721417,mGal,0.02,OK,synthetic_demo
ST_0447,325.0,0.0,450.0,0.908232382704092,mGal,0.02,OK,synthetic_demo
ST_0448,325.0,0.0,475.0,0.8348441840833324,mGal,0.02,OK,synthetic_demo
ST_0449,325.0,0.0,500.0,0.7717440642610338,mGal,0.02,OK,synthetic_demo
ST_0450,325.0,0.0,525.0,0.6896378679541638,mGal,0.02,OK,synthetic_demo
ST_0451,325.0,0.0,550.0,0.5790655680518226,mGal,0.02,OK,synthetic_demo
ST_0452,325.0,0.0,575.0,0.564310805348463,mGal,0.02,OK,synthetic_demo
ST_0453,325.0,0.0,600.0,0.4461773475386775,mGal,0.02,OK,synthetic_demo
ST_0454,325.0,0.0,625.0,0.43404392777859496,mGal,0.02,OK,synthetic_demo
ST_0455,325.0,0.0,650.0,0.3516223920151471,mGal,0.02,OK,synthetic_demo
ST_0456,325.0,0.0,675.0,0.290957769898573,mGal,0.02,WARNING,synthetic_demo
ST_0457,325.0,0.0,700.0,0.2904302190706109,mGal,0.02,OK,synthetic_demo
ST_0458,325.0,0.0,725.0,0.21962291324507657,mGal,0.02,OK,synthetic_demo
ST_0459,325.0,0.0,750.0,0.21047372257604297,mGal,0.02,OK,synthetic_demo
ST_0460,325.0,0.0,775.0,0.18703872270744432,mGal,0.02,OK,synthetic_demo
ST_0461,325.0,0.0,800.0,0.13491644943600473,mGal,0.02,OK,synthetic_demo
ST_0462,350.0,0.0,0.0,0.18956844093975117,mGal,0.02,OK,synthetic_demo
ST_0463,350.0,0.0,25.0,0.19024736359030836,mGal,0.02,OK,synthetic_demo
ST_0464,350.0,0.0,50.0,0.22912362144729562,mGal,0.02,OK,synthetic_demo
ST_0465,350.0,0.0,75.0,0.28407139852565194,mGal,0.02,OK,synthetic_demo
ST_0466,350.0,0.0,100.0,0.35030971214557505,mGal,0.02,OK,synthetic_demo
ST_0467,350.0,0.0,125.0,0.3683620117013537,mGal,0.02,OK,synthetic_demo
ST_0468,350.0,0.0,150.0,0.38462538494772025,mGal,0.02,OK,synthetic_demo
ST_0469,350.0,0.0,175.0,0.49451875199085515,mGal,0.02,OK,synthetic_demo
ST_0470,350.0,0.0,200.0,0.5508074125052218,mGal,0.02,OK,synthetic_demo
ST_0471,350.0,0.0,225.0,0.61542051327325,mGal,0.02,OK,synthetic_demo
ST_0472,350.0,0.0,250.0,0.6835089443236573,mGal,0.02,OK,synthetic_demo
ST_0473,350.0,0.0,275.0,0.8071323789792145,mGal,0.02,OK,synthetic_demo
ST_0474,350.0,0.0,300.0,0.8877174144310325,mGal,0.02,OK,synthetic_demo
ST_0475,350.0,0.0,325.0,0.9506125797929045,mGal,0.02,OK,synthetic_demo
ST_0476,350.0,0.0,350.0,0.9910774763035791,mGal,0.02,OK,synthetic_demo
ST_0477,350.0,0.0,375.0,1.017835830765557,mGal,0.02,OK,synthetic_demo
ST_0478,350.0,0.0,400.0,1.0128750115335006,mGal,0.02,OK,synthetic_demo
ST_0479,350.0,0.0,425.0,1.0015552880460943,mGal,0.02,OK,synthetic_demo
ST_0480,350.0,0.0,450.0,0.966753158354753,mGal,0.02,OK,synthetic_demo
ST_0481,350.0,0.0,475.0,0.895501741433417,mGal,0.02,OK,synthetic_demo
ST_0482,350.0,0.0,500.0,0.8505195720416484,mGal,0.02,OK,synthetic_demo
ST_0483,350.0,0.0,525.0,0.7453250706910565,mGal,0.02,OK,synthetic_demo
ST_0484,350.0,0.0,550.0,0.6565487387746702,mGal,0.02,OK,synthetic_demo
ST_0485,350.0,0.0,575.0,0.573635046084914,mGal,0.02,OK,synthetic_demo
ST_0486,350.0,0.0,600.0,0.4804392578627083,mGal,0.02,OK,synthetic_demo
ST_0487,350.0,0.0,625.0,0.40086726092707725,mGal,0.02,OK,synthetic_demo
ST_0488,350.0,0.0,650.0,0.3537281459313324,mGal,0.02,OK,synthetic_demo
ST_0489,350.0,0.0,675.0,0.34066658128077587,mGal,0.02,OK,synthetic_demo
ST_0490,350.0,0.0,700.0,0.30200114168399217,mGal,0.02,OK,synthetic_demo
ST_0491,350.0,0.0,725.0,0.2639512663865406,mGal,0.02,OK,synthetic_demo
ST_0492,350.0,0.0,750.0,0.19005787352408826,mGal,0.02,OK,synthetic_demo
ST_0493,350.0,0.0,775.0,0.1924631216251828,mGal,0.02,OK,synthetic_demo
ST_0494,350.0,0.0,800.0,0.16221324877420346,mGal,0.02,OK,synthetic_demo
ST_0495,375.0,0.0,0.0,0.17082940995196727,mGal,0.02,OK,synthetic_demo
ST_0496,375.0,0.0,25.0,0.20166860339571205,mGal,0.02,OK,synthetic_demo
ST_0497,375.0,0.0,50.0,0.2620454464006385,mGal,0.02,OK,synthetic_demo
ST_0498,375.0,0.0,75.0,0.28394268700475406,mGal,0.02,OK,synthetic_demo
ST_0499,375.0,0.0,100.0,0.3218002910280282,mGal,0.02,OK,synthetic_demo
ST_0500,375.0,0.0,125.0,0.3633993990930475,mGal,0.02,OK,synthetic_demo
ST_0501,375.0,0.0,150.0,0.43543109554359455,mGal,0.02,OK,synthetic_demo
ST_0502,375.0,0.0,175.0,0.48372198080320306,mGal,0.02,OK,synthetic_demo
ST_0503,375.0,0.0,200.0,0.5427281845146245,mGal,0.02,OK,synthetic_demo
ST_0504,375.0,0.0,225.0,0.6624911634819919,mGal,0.02,OK,synthetic_demo
ST_0505,375.0,0.0,250.0,0.7769693252755716,mGal,0.02,OK,synthetic_demo
ST_0506,375.0,0.0,275.0,0.8375627868336949,mGal,0.02,OK,synthetic_demo
ST_0507,375.0,0.0,300.0,0.888795297897841,mGal,0.02,OK,synthetic_demo
ST_0508,375.0,0.0,325.0,0.9608574935567878,mGal,0.02,OK,synthetic_demo
ST_0509,375.0,0.0,350.0,1.0491126713068042,mGal,0.02,OK,synthetic_demo
ST_0510,375.0,0.0,375.0,1.0535345596029846,mGal,0.02,OK,synthetic_demo
ST_0511,375.0,0.0,400.0,1.08343900898572,mGal,0.02,OK,synthetic_demo
ST_0512,375.0,0.0,425.0,1.0338441467237582,mGal,0.02,OK,synthetic_demo
ST_0513,375.0,0.0,450.0,1.0094990245321926,mGal,0.02,OK,synthetic_demo
ST_0514,375.0,0.0,475.0,0.8977053190412269,mGal,0.02,OK,synthetic_demo
ST_0515,375.0,0.0,500.0,0.8343268542753162,mGal,0.02,OK,synthetic_demo
ST_0516,375.0,0.0,525.0,0.7586757413415307,mGal,0.02,OK,synthetic_demo
ST_0517,375.0,0.0,550.0,0.6590316868719742,mGal,0.02,OK,synthetic_demo
ST_0518,375.0,0.0,575.0,0.563051259626781,mGal,0.02,OK,synthetic_demo
ST_0519,375.0,0.0,600.0,0.5349336031761108,mGal,0.02,OK,synthetic_demo
ST_0520,375.0,0.0,625.0,0.442347370612622,mGal,0.02,OK,synthetic_demo
ST_0521,375.0,0.0,650.0,0.3759167198061696,mGal,0.02,OK,synthetic_demo
ST_0522,375.0,0.0,675.0,0.322442229139293,mGal,0.02,OK,synthetic_demo
ST_0523,375.0,0.0,700.0,0.24067005300176825,mGal,0.02,OK,synthetic_demo
ST_0524,375.0,0.0,725.0,0.20279040838045748,mGal,0.02,OK,synthetic_demo
ST_0525,375.0,0.0,750.0,0.20876164807287179,mGal,0.02,OK,synthetic_demo
ST_0526,375.0,0.0,775.0,0.18399090683753808,mGal,0.02,OK,synthetic_demo
ST_0527,375.0,0.0,800.0,0.15503017993726453,mGal,0.02,OK,synthetic_demo
ST_0528,400.0,0.0,0.0,0.18017806539503942,mGal,0.02,OK,synthetic_demo
ST_0529,400.0,0.0,25.0,0.2438956846526649,mGal,0.02,OK,synthetic_demo
ST_0530,400.0,0.0,50.0,0.23301572271686483,mGal,0.02,OK,synthetic_demo
ST_0531,400.0,0.0,75.0,0.2545321632464803,mGal,0.02,OK,synthetic_demo
ST_0532,400.0,0.0,100.0,0.34813434099307067,mGal,0.02,OK,synthetic_demo
ST_0533,400.0,0.0,125.0,0.3989158851248954,mGal,0.02,OK,synthetic_demo
ST_0534,400.0,0.0,150.0,0.4768937192725498,mGal,0.02,OK,synthetic_demo
ST_0535,400.0,0.0,175.0,0.5248198855146002,mGal,0.02,OK,synthetic_demo
ST_0536,400.0,0.0,200.0,0.5962092640463439,mGal,0.02,OK,synthetic_demo
ST_0537,400.0,0.0,225.0,0.6853771382111917,mGal,0.02,OK,synthetic_demo
ST_0538,400.0,0.0,250.0,0.7602874520025491,mGal,0.02,OK,synthetic_demo
ST_0539,400.0,0.0,275.0,0.8498615101822226,mGal,0.02,OK,synthetic_demo
ST_0540,400.0,0.0,300.0,0.9333545692556786,mGal,0.02,OK,synthetic_demo
ST_0541,400.0,0.0,325.0,1.021976720735141,mGal,0.02,OK,synthetic_demo
ST_0542,400.0,0.0,350.0,1.0948526731168016,mGal,0.02,OK,synthetic_demo
ST_0543,400.0,0.0,375.0,1.113685444518546,mGal,0.02,OK,synthetic_demo
ST_0544,400.0,0.0,400.0,1.1124534547757186,mGal,0.02,OK,synthetic_demo
ST_0545,400.0,0.0,425.0,1.0688115650705807,mGal,0.02,OK,synthetic_demo
ST_0546,400.0,0.0,450.0,1.0329446380744285,mGal,0.02,OK,synthetic_demo
ST_0547,400.0,0.0,475.0,0.987824216429339,mGal,0.02,OK,synthetic_demo
ST_0548,400.0,0.0,500.0,0.8787198205645116,mGal,0.02,OK,synthetic_demo
ST_0549,400.0,0.0,525.0,0.8032242637088396,mGal,0.02,OK,synthetic_demo
ST_0550,400.0,0.0,550.0,0.687660238717549,mGal,0.02,OK,synthetic_demo
ST_0551,400.0,0.0,575.0,0.5992003045234571,mGal,0.02,OK,synthetic_demo
ST_0552,400.0,0.0,600.0,0.5486262498613017,mGal,0.02,OK,synthetic_demo
ST_0553,400.0,0.0,625.0,0.47716746309915786,mGal,0.02,OK,synthetic_demo
ST_0554,400.0,0.0,650.0,0.4177555249170253,mGal,0.02,OK,synthetic_demo
ST_0555,400.0,0.0,675.0,0.35253784600851906,mGal,0.02,OK,synthetic_demo
ST_0556,400.0,0.0,700.0,0.2886905449670829,mGal,0.02,OK,synthetic_demo
ST_0557,400.0,0.0,725.0,0.2436152209420095,mGal,0.02,OK,synthetic_demo
ST_0558,400.0,0.0,750.0,0.2074686873899525,mGal,0.02,OK,synthetic_demo
ST_0559,400.0,0.0,775.0,0.19191995939949552,mGal,0.02,OK,synthetic_demo
ST_0560,400.0,0.0,800.0,0.15956283217402353,mGal,0.02,OK,synthetic_demo
ST_0561,425.0,0.0,0.0,0.14281221621772963,mGal,0.02,OK,synthetic_demo
ST_0562,425.0,0.0,25.0,0.20457770042942497,mGal,0.02,OK,synthetic_demo
ST_0563,425.0,0.0,50.0,0.23020396425889256,mGal,0.02,OK,synthetic_demo
ST_0564,425.0,0.0,75.0,0.28002591682332656,mGal,0.02,OK,synthetic_demo
ST_0565,425.0,0.0,100.0,0.34966964015923374,mGal,0.02,OK,synthetic_demo
ST_0566,425.0,0.0,125.0,0.40872787520110887,mGal,0.02,OK,synthetic_demo
ST_0567,425.0,0.0,150.0,0.4419841032991715,mGal,0.02,OK,synthetic_demo
ST_0568,425.0,0.0,175.0,0.5173983418263531,mGal,0.02,OK,synthetic_demo
ST_0569,425.0,0.0,200.0,0.5925008429828237,mGal,0.02,OK,synthetic_demo
ST_0570,425.0,0.0,225.0,0.6960735153117489,mGal,0.02,OK,synthetic_demo
ST_0571,425.0,0.0,250.0,0.7667151945194085,mGal,0.02,OK,synthetic_demo
ST_0572,425.0,0.0,275.0,0.844905510379862,mGal,0.02,OK,synthetic_demo
ST_0573,425.0,0.0,300.0,0.9624836536294276,mGal,0.02,OK,synthetic_demo
ST_0574,425.0,0.0,325.0,1.0423013259540381,mGal,0.02,OK,synthetic_demo
ST_0575,425.0,0.0,350.0,1.0703082889492832,mGal,0.02,OK,synthetic_demo
ST_0576,425.0,0.0,375.0,1.1542555315995735,mGal,0.02,OK,synthetic_demo
ST_0577,425.0,0.0,400.0,1.0916875600494216,mGal,0.02,OK,synthetic_demo
ST_0578,425.0,0.0,425.0,1.0630836040561937,mGal,0.02,OK,synthetic_demo
ST_0579,425.0,0.0,450.0,1.0156383400002558,mGal,0.02,OK,synthetic_demo
ST_0580,425.0,0.0,475.0,0.9694861453512038,mGal,0.02,OK,synthetic_demo
ST_0581,425.0,0.0,500.0,0.8848513028653209,mGal,0.02,OK,synthetic_demo
ST_0582,425.0,0.0,525.0,0.8061006190591966,mGal,0.02,OK,synthetic_demo
ST_0583,425.0,0.0,550.0,0.7171525443097513,mGal,0.02,OK,synthetic_demo
ST_0584,425.0,0.0,575.0,0.6023339754653001,mGal,0.02,OK,synthetic_demo
ST_0585,425.0,0.0,600.0,0.5450188703173514,mGal,0.02,OK,synthetic_demo
ST_0586,425.0,0.0,625.0,0.4142475493979461,mGal,0.02,OK,synthetic_demo
ST_0587,425.0,0.0,650.0,0.3840764035555615,mGal,0.02,OK,synthetic_demo
ST_0588,425.0,0.0,675.0,0.30769417844250957,mGal,0.02,OK,synthetic_demo
ST_0589,425.0,0.0,700.0,0.3257926621651521,mGal,0.02,OK,synthetic_demo
ST_0590,425.0,0.0,725.0,0.21956552742310995,mGal,0.02,OK,synthetic_demo
ST_0591,425.0,0.0,750.0,0.2255702838616545,mGal,0.02,OK,synthetic_demo
ST_0592,425.0,0.0,775.0,0.19217624269312494,mGal,0.02,OK,synthetic_demo
ST_0593,425.0,0.0,800.0,0.16723346126142838,mGal,0.02,OK,synthetic_demo
ST_0594,450.0,0.0,0.0,0.14953767171991134,mGal,0.02,OK,synthetic_demo
ST_0595,450.0,0.0,25.0,0.2298250046388473,mGal,0.02,OK,synthetic_demo
ST_0596,450.0,0.0,50.0,0.27607534197152866,mGal,0.02,OK,synthetic_demo
ST_0597,450.0,0.0,75.0,0.3208249210748838,mGal,0.02,OK,synthetic_demo
ST_0598,450.0,0.0,100.0,0.3173868758917488,mGal,0.02,OK,synthetic_demo
ST_0599,450.0,0.0,125.0,0.3932796889079761,mGal,0.02,OK,synthetic_demo
ST_0600,450.0,0.0,150.0,0.45307219243877755,mGal,0.02,OK,synthetic_demo
ST_0601,450.0,0.0,175.0,0.506176436166624,mGal,0.02,OK,synthetic_demo
ST_0602,450.0,0.0,200.0,0.5951080472173418,mGal,0.02,OK,synthetic_demo
ST_0603,450.0,0.0,225.0,0.7114399154263069,mGal,0.02,OK,synthetic_demo
ST_0604,450.0,0.0,250.0,0.7615546099774398,mGal,0.02,OK,synthetic_demo
ST_0605,450.0,0.0,275.0,0.864714167118392,mGal,0.02,OK,synthetic_demo
